科类,院系,专业,最高分,最低分,平均分,省份,年份
理科,公共卫生学院（广州）,预防医学,634,620,626,宁夏,2016
理科,国际翻译学院,外国语言文学类,612,595,604,宁夏,2016
理科,化学工程与技术学院,化学工程与工艺,621,589,605,宁夏,2016
理科,化学学院,化学类,,,,宁夏,2016
理科,岭南学院,经济学类,631,624,628,宁夏,2016
理科,生命科学学院,生物科学类,613,578,596,宁夏,2016
理科,数据科学与计算机学院（软件学院）,软件工程,,,,宁夏,2016
理科,数学学院（珠海）,数学类,613,597,605,宁夏,2016
理科,数学学院（广州）,数学类,,,,宁夏,2016
理科,药学院（深圳）,药学,,,,宁夏,2016
理科,中山医学院,康复治疗学,635,627,631,宁夏,2016
理科,中山医学院,临床医学,636,636,636,宁夏,2016
理科,中山医学院,临床医学（八年制）,639,636,638,宁夏,2016
文科,传播与设计学院,新闻传播学类,592,592,592,内蒙古,2016
文科,法学院,法学,585,579,582,内蒙古,2016
文科,管理学院,工商管理类,598,595,597,内蒙古,2016
文科,管理学院,工商管理,,,,内蒙古,2016
文科,国际金融学院,经济学类,598,596,597,内蒙古,2016
文科,国际翻译学院,外国语言文学类,,,,内蒙古,2016
文科,哲学系（珠海）,哲学,,,,内蒙古,2016
理科,大气科学学院,大气科学类,635,635,635,内蒙古,2016
理科,地理科学与规划学院,地理科学类,634,623,629,内蒙古,2016
理科,地球科学与工程学院,地质学类,632,622,627,内蒙古,2016
理科,电子与信息工程学院,光电信息科学与工程,645,644,645,内蒙古,2016
理科,国际翻译学院,外国语言文学类,638,633,636,内蒙古,2016
理科,国际金融学院,经济学类,652,650,651,内蒙古,2016
理科,国际金融学院,金融学,,,,内蒙古,2016
理科,海洋工程与技术学院,海洋科学,,,,内蒙古,2016
理科,旅游学院,旅游管理类,633,633,633,内蒙古,2016
理科,生命科学学院,生物科学类,657,657,657,内蒙古,2016
理科,数据科学与计算机学院,保密管理,,,,内蒙古,2016
理科,数据科学与计算机学院,计算机类,649,649,649,内蒙古,2016
理科,数学学院（广州）,数学类,651,640,646,内蒙古,2016
理科,数学学院（珠海）,数学类,,,,内蒙古,2016
理科,心理学系,心理学类,607,607,607,内蒙古,2016
理科,药学院（广州）,药学,636,636,636,内蒙古,2016
理科,药学院（深圳）,药学,,,,内蒙古,2016
理科,哲学系（广州）,哲学,597,597,597,内蒙古,2016
理科,中山医学院,临床医学,664,658,660,内蒙古,2016
理科,中山医学院,临床医学（八年制）,663,663,663,内蒙古,2016
理科,中山医学院,医学检验技术,644,642,643,内蒙古,2016
理科,资讯管理学院,信息管理与信息系统,640,629,635,内蒙古,2016
理科,智能工程学院,自动化,,,,内蒙古,2016
文科,传播与设计学院,新闻传播学类,599,595,597,江西,2016
文科,法学院,法学,597,595,596,江西,2016
文科,管理学院,工商管理类,606,603,605,江西,2016
文科,管理学院,工商管理,,,,江西,2016
文科,国际翻译学院,外国语言文学类,601,591,596,江西,2016
文科,国际关系学院,国际政治,594,594,594,江西,2016
文科,国际金融学院,工商管理类,602,599,601,江西,2016
文科,国际金融学院,经济学类,600,600,600,江西,2016
文科,历史学系（珠海）,历史学,591,591,591,江西,2016
文科,历史学系（广州）,历史学,,,,江西,2016
文科,岭南学院,经济学类,605,604,605,江西,2016
文科,社会学与人类学学院,人类学,601,601,601,江西,2016
文科,外国语学院,德语,598,593,596,江西,2016
文科,外国语学院,法语,601,592,597,江西,2016
文科,外国语学院,英语,592,592,592,江西,2016
文科,哲学系（珠海）,哲学,596,596,596,江西,2016
文科,哲学系（广州）,哲学,,,,江西,2016
文科,政治与公共事务管理学院,公共管理类,599,596,598,江西,2016
文科,中国语言文学系（广州）,汉语言文学,,,,江西,2016
文科,资讯管理学院,图书情报与档案管理类,596,591,594,江西,2016
理科,材料科学与工程学院,材料类,639,634,636,江西,2016
理科,大气科学学院,大气科学类,638,637,638,江西,2016
理科,地理科学与规划学院,地理科学类,637,635,636,江西,2016
理科,地理科学与规划学院,水文与水资源工程,635,635,635,江西,2016
理科,地球科学与地质工程学院,地质学类,637,635,636,江西,2016
理科,电子与通信工程学院,电子信息类,,,,江西,2016
理科,电子与信息工程学院,电子信息类,642,639,641,江西,2016
理科,电子与信息工程学院,微电子科学与工程,640,638,640,江西,2016
理科,法学院,法学,636,635,636,江西,2016
理科,工学院,交通工程,637,635,636,江西,2016
理科,工学院,能源与动力工程,637,637,637,江西,2016
理科,公共卫生学院（广州）,预防医学,641,640,641,江西,2016
理科,公共卫生学院（深圳）,预防医学,,,,江西,2016
理科,管理学院,工商管理类,650,642,645,江西,2016
理科,管理学院,工商管理,,,,江西,2016
理科,光华口腔医学院,口腔医学（5+3）,650,642,646,江西,2016
理科,国际金融学院,经济学类,641,635,637,江西,2016
理科,国际金融学院,金融学,,,,江西,2016
理科,海洋科学学院,海洋科学,,,,江西,2016
理科,化学学院,化学类,639,634,637,江西,2016
理科,化学工程与技术学院,化学工程与工艺,,,,江西,2016
理科,环境科学与工程学院,环境科学与工程类,636,635,636,江西,2016
理科,岭南学院,经济学类,642,642,642,江西,2016
理科,旅游学院,旅游管理类,640,634,637,江西,2016
理科,生命科学学院,生物科学类,643,635,639,江西,2016
理科,数据科学与计算机学院,计算机类,642,639,640,江西,2016
理科,数据科学与计算机学院（软件学院）,软件工程,643,636,639,江西,2016
理科,数学学院（广州）,数学类,649,639,642,江西,2016
理科,数学学院（珠海）,数学类,,,,江西,2016
理科,物理学院（广州）,光电信息科学与工程,640,638,639,江西,2016
文科,传播与设计学院,新闻传播学类,601,593,597,吉林,2016
文科,法学院,法学,608,586,597,吉林,2016
文科,管理学院,工商管理类,611,606,609,吉林,2016
文科,管理学院,工商管理,,,,吉林,2016
文科,国际翻译学院,外国语言文学类,610,604,607,吉林,2016
文科,岭南学院,经济学类,620,615,618,吉林,2016
文科,社会学与人类学学院,社会学,,,,吉林,2016
文科,外国语学院,日语,600,599,600,吉林,2016
文科,政治与公共事务管理学院,公共管理类,597,590,594,吉林,2016
文科,中国语言文学系（广州）,汉语言文学,605,604,605,吉林,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,吉林,2016
文科,资讯管理学院,图书情报与档案管理类,588,588,588,吉林,2016
理科,材料科学与工程学院,材料类,649,631,642,吉林,2016
理科,材料学院,材料类,,,,吉林,2016
理科,大气科学学院,大气科学类,658,628,643,吉林,2016
理科,地理科学与规划学院,地理科学类,632,632,632,吉林,2016
理科,电子与通信工程学院,电子信息类,,,,吉林,2016
理科,电子与信息工程学院,电子信息类,657,648,654,吉林,2016
理科,电子与信息工程学院,光电信息科学与工程,643,639,641,吉林,2016
理科,工学院,能源与动力工程,653,642,648,吉林,2016
理科,公共卫生学院（广州）,预防医学,639,639,639,吉林,2016
理科,管理学院,工商管理类,666,661,664,吉林,2016
理科,管理学院,工商管理,,,,吉林,2016
理科,光华口腔医学院,口腔医学,662,661,662,吉林,2016
理科,国际翻译学院,外国语言文学类,639,625,634,吉林,2016
理科,国际金融学院,经济学类,659,657,658,吉林,2016
理科,国际金融学院,金融学,,,,吉林,2016
理科,海洋工程与技术学院,海洋科学,,,,吉林,2016
理科,化学学院,化学类,642,633,637,吉林,2016
理科,化学工程与技术学院,化学工程与工艺,,,,吉林,2016
理科,岭南学院,经济学类,670,668,669,吉林,2016
理科,旅游学院,旅游管理类,647,638,641,吉林,2016
理科,生命科学学院,生物科学类,665,646,656,吉林,2016
理科,数据科学与计算机学院,计算机类,644,639,642,吉林,2016
理科,数据科学与计算机学院（软件学院）,软件工程,644,635,640,吉林,2016
理科,数学学院（广州）,数学类,649,649,649,吉林,2016
理科,数学学院（珠海）,数学类,,,,吉林,2016
理科,物理与天文学院,物理学,651,636,644,吉林,2016
理科,物理学院(广州）,物理学,,,,吉林,2016
理科,哲学系(广州）,哲学,,,,吉林,2016
理科,中法核工程与技术学院,核工程类（中法合作办学）（核工程与核技术专业）,,,,吉林,2016
理科,中山医学院,法医学,661,661,661,吉林,2016
理科,中山医学院,临床医学（八年制）,679,679,679,吉林,2016
理科,中山医学院,临床医学,675,665,670,吉林,2016
理科,中山医学院,医学检验技术,657,657,657,吉林,2016
理科,航空航天学院,理论与应用力学,,,,吉林,2016
文科,传播与设计学院,新闻传播学类,616,616,616,湖南,2016
文科,法学院,法学,615,609,612,湖南,2016
文科,管理学院,工商管理类,620,618,619,湖南,2016
文科,管理学院,工商管理,,,,湖南,2016
文科,国际翻译学院,外国语言文学类,609,608,609,湖南,2016
文科,国际关系学院,国际政治,614,612,613,湖南,2016
文科,国际金融学院,工商管理类,617,615,616,湖南,2016
文科,历史学系（珠海）,历史学,590,590,590,湖南,2016
文科,历史学系（广州）,历史学,,,,湖南,2016
文科,岭南学院,经济学类,622,620,621,湖南,2016
文科,旅游学院,旅游管理类,613,612,613,湖南,2016
文科,社会学与人类学学院,人类学,611,592,604,湖南,2016
文科,外国语学院,德语,612,612,612,湖南,2016
文科,外国语学院,法语,611,608,610,湖南,2016
文科,外国语学院,英语,614,610,612,湖南,2016
文科,哲学系（广州）,哲学,,,,湖南,2016
文科,哲学系（珠海）,哲学,608,608,608,湖南,2016
文科,政治与公共事务管理学院,公共管理类,614,614,614,湖南,2016
文科,中国语言文学系（广州）,汉语言文学,618,612,616,湖南,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,湖南,2016
文科,资讯管理学院,图书情报与档案管理类,617,610,614,湖南,2016
理科,材料科学与工程学院,材料类,642,640,641,湖南,2016
理科,传播与设计学院,新闻传播学类,637,637,637,湖南,2016
理科,大气科学学院,大气科学类,635,635,635,湖南,2016
理科,地理科学与规划学院,城乡规划,641,633,638,湖南,2016
理科,地理科学与规划学院,地理科学类,635,617,630,湖南,2016
理科,地理科学与规划学院,水文与水资源工程,633,633,633,湖南,2016
理科,地球科学与工程学院,地质学类,634,634,634,湖南,2016
理科,电子与信息工程学院,电子信息类,642,638,640,湖南,2016
理科,电子与通信工程学院,电子信息类,,,,湖南,2016
理科,法学院,法学,636,618,627,湖南,2016
理科,工学院,交通工程,640,637,638,湖南,2016
理科,工学院,生物医学工程,637,633,635,湖南,2016
理科,生物医学工程学院,生物医学工程,,,,湖南,2016
理科,公共卫生学院（广州）,预防医学,634,633,634,湖南,2016
理科,公共卫生学院(深圳),预防医学,,,,湖南,2016
理科,管理学院,工商管理类,648,645,647,湖南,2016
理科,管理学院,工商管理,,,,湖南,2016
理科,光华口腔医学院,口腔医学（5+3）,654,637,646,湖南,2016
理科,国际翻译学院,外国语言文学类,635,635,635,湖南,2016
理科,国际金融学院,经济学类,643,641,642,湖南,2016
理科,国际金融学院,金融学,,,,湖南,2016
理科,海洋科学学院,海洋科学,,,,湖南,2016
理科,化学学院,化学类,640,637,639,湖南,2016
理科,化学工程与技术学院,化学工程与工艺,,,,湖南,2016
理科,环境科学与工程学院,环境科学与工程类,641,634,637,湖南,2016
理科,岭南学院,经济学类,652,644,649,湖南,2016
理科,旅游学院,旅游管理类,639,639,639,湖南,2016
理科,社会学与人类学学院,人类学,617,617,617,湖南,2016
理科,生命科学学院,生物科学类,636,633,634,湖南,2016
文科,传播与设计学院,新闻传播学类,602,589,595,湖北,2016
文科,法学院,法学,610,601,606,湖北,2016
文科,管理学院,工商管理类,612,612,612,湖北,2016
文科,管理学院,会计学,,,,湖北,2016
文科,国际翻译学院,外国语言文学类,601,598,600,湖北,2016
文科,国际金融学院,工商管理类,610,609,609,湖北,2016
文科,历史学系（广州）,历史学,599,591,595,湖北,2016
文科,历史学系（珠海）,历史学,,,,湖北,2016
文科,岭南学院,经济学类,613,613,613,湖北,2016
文科,旅游学院,旅游管理类,605,600,603,湖北,2016
文科,社会学与人类学学院,人类学,599,599,599,湖北,2016
文科,社会学与人类学学院,社会学,611,602,606,湖北,2016
文科,外国语学院,德语,602,600,601,湖北,2016
文科,哲学系（广州）,哲学,602,590,596,湖北,2016
文科,哲学系（珠海）,哲学,,,,湖北,2016
文科,政治与公共事务管理学院,公共管理类,605,600,603,湖北,2016
文科,中国语言文学系（广州）,汉语言文学,,,,湖北,2016
文科,中国语言文学系（珠海）,汉语言文学,612,612,612,湖北,2016
文科,资讯管理学院,图书情报与档案管理类,591,591,591,湖北,2016
理科,材料科学与工程学院,材料类,635,632,633,湖北,2016
理科,材料学院,材料类,,,,湖北,2016
理科,大气科学学院,大气科学类,634,633,633,湖北,2016
理科,地理科学与规划学院,城乡规划,640,635,638,湖北,2016
理科,地理科学与规划学院,地理科学类,633,624,630,湖北,2016
理科,"地球科学与
工程学院",地质学类,633,632,633,湖北,2016
理科,电子与信息工程学院,电子信息类,660,632,640,湖北,2016
理科,电子与信息工程学院,光电信息科学与工程,633,632,632,湖北,2016
理科,工学院,交通工程,633,632,633,湖北,2016
理科,工学院,理论与应用力学,634,633,634,湖北,2016
理科,公共卫生学院（广州）,预防医学,632,632,632,湖北,2016
理科,管理学院,工商管理类,655,650,653,湖北,2016
理科,管理学院,会计学,,,,湖北,2016
理科,光华口腔医学院,口腔医学,657,636,647,湖北,2016
理科,光华口腔医学院,口腔医学（5+3）,658,647,653,湖北,2016
理科,国际翻译学院,外国语言文学类,642,630,635,湖北,2016
理科,国际金融学院,经济学类,660,660,660,湖北,2016
理科,国际金融学院,金融学,,,,湖北,2016
理科,海洋工程与技术学院,海洋科学,,,,湖北,2016
理科,化学工程与技术学院,化学工程与工艺,638,632,635,湖北,2016
理科,化学学院,化学类,,,,湖北,2016
理科,环境科学与工程学院,环境科学与工程类,636,633,634,湖北,2016
理科,岭南学院,经济学类,667,660,664,湖北,2016
理科,旅游学院,旅游管理类,647,632,638,湖北,2016
理科,生命科学学院,生物科学类,645,632,637,湖北,2016
理科,数据科学与计算机学院,计算机类,656,633,645,湖北,2016
理科,数据科学与计算机学院(软件学院）,软件工程,638,635,637,湖北,2016
理科,数学学院（广州）,数学类,,,,湖北,2016
理科,数学学院（珠海）,数学类,654,639,646,湖北,2016
理科,物理与天文学院,物理学,659,638,649,湖北,2016
理科,物理学院（广州）,物理学,,,,湖北,2016
文科,传播与设计学院,新闻传播学类,645,638,641,云南,2016
文科,法学院,法学,648,645,647,云南,2016
文科,管理学院,工商管理类,660,660,660,云南,2016
文科,管理学院,会计学,,,,云南,2016
文科,国际翻译学院,外国语言文学类,642,633,636,云南,2016
文科,国际金融学院,工商管理类,647,636,642,云南,2016
文科,历史学系（珠海）,历史学,,,,云南,2016
文科,岭南学院,经济学类,651,645,648,云南,2016
文科,社会学与人类学学院,人类学,637,637,637,云南,2016
文科,社会学与人类学学院,社会学,645,644,645,云南,2016
文科,外国语学院,法语,632,632,632,云南,2016
文科,哲学系（广州）,哲学,637,637,637,云南,2016
文科,哲学系（珠海）,哲学,,,,云南,2016
文科,政治与公共事务管理学院,公共管理类,645,639,642,云南,2016
文科,中国语言文学系（珠海）,汉语言文学,637,637,637,云南,2016
文科,中国语言文学系（广州）,汉语言文学,,,,云南,2016
文科,资讯管理学院,图书情报与档案管理类,637,630,634,云南,2016
理科,材料科学与工程学院,材料类,,,,云南,2016
理科,大气科学学院,大气科学类,643,642,642,云南,2016
理科,地理科学与规划学院,城乡规划,649,641,646,云南,2016
理科,地理科学与规划学院,地理科学类,645,643,644,云南,2016
理科,地球科学与工程学院,地质学类,632,632,632,云南,2016
理科,电子与信息工程学院,电子信息类,649,649,649,云南,2016
理科,电子与信息工程学院,光电信息科学与工程,648,648,648,云南,2016
理科,电子与信息工程学院,微电子科学与工程,672,656,664,云南,2016
理科,法学院,法学,658,658,658,云南,2016
理科,工学院,交通工程,650,647,649,云南,2016
理科,工学院,理论与应用力学,649,649,649,云南,2016
理科,公共卫生学院（广州）,预防医学,651,651,651,云南,2016
理科,管理学院,工商管理类,663,649,655,云南,2016
理科,管理学院,会计学,,,,云南,2016
理科,光华口腔医学院,口腔医学（5+3）,664,659,662,云南,2016
理科,国际翻译学院,外国语言文学类,646,636,641,云南,2016
理科,国际金融学院,经济学类,651,650,651,云南,2016
理科,国际金融学院,金融学,,,,云南,2016
理科,海洋科学学院,海洋科学,648,641,645,云南,2016
理科,海洋工程与技术学院,海洋科学,,,,云南,2016
理科,化学工程与技术学院,化学工程与工艺,655,644,648,云南,2016
理科,化学学院,化学类,,,,云南,2016
理科,岭南学院,经济学类,673,664,669,云南,2016
理科,旅游学院,旅游管理类,643,641,642,云南,2016
理科,生命科学学院,生物科学类,655,651,653,云南,2016
理科,数据科学与计算机学院,计算机类,655,651,653,云南,2016
理科,数据科学与计算机学院,信息与计算科学,648,647,648,云南,2016
理科,数据科学与计算机学院（软件学院）,软件工程,652,650,651,云南,2016
理科,数学学院（广州）,数学类,651,646,648,云南,2016
理科,数学学院（珠海）,数学类,,,,云南,2016
理科,物理学院（广州）,物理学,,,,云南,2016
理科,心理学系,心理学,645,645,645,云南,2016
理科,药学院（广州）,药学,635,635,635,云南,2016
文科,传播与设计学院,新闻传播学类,652,631,645,贵州,2016
文科,法学院,法学,653,651,652,贵州,2016
文科,管理学院,工商管理,,,,贵州,2016
文科,国际翻译学院,外国语言文学类,658,658,658,贵州,2016
文科,国际金融学院,工商管理类,,,,贵州,2016
文科,历史学系（珠海）,历史学,,,,贵州,2016
文科,岭南学院,经济学类,655,654,655,贵州,2016
文科,社会学与人类学学院,人类学,637,631,634,贵州,2016
文科,社会学与人类学学院,社会学,660,642,652,贵州,2016
文科,外国语学院,英语,652,643,648,贵州,2016
文科,哲学系（广州）,哲学,,,,贵州,2016
文科,政治与公共事务管理学院,公共管理类,642,632,636,贵州,2016
文科,中国语言文学系（广州）,汉语言文学,651,651,651,贵州,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,贵州,2016
文科,资讯管理学院,图书情报与档案管理类,631,631,631,贵州,2016
理科,材料科学与工程学院,材料类,617,617,617,贵州,2016
理科,材料学院,材料类,,,,贵州,2016
理科,大气科学学院,大气科学类,615,615,615,贵州,2016
理科,地理科学与规划学院,城乡规划,629,629,629,贵州,2016
理科,地理科学与规划学院,地理科学类,632,613,623,贵州,2016
理科,地理科学与规划学院,水文与水资源工程,628,615,622,贵州,2016
理科,地球科学与工程学院,地质学类,617,617,617,贵州,2016
理科,电子与信息工程学院,微电子科学与工程,634,634,634,贵州,2016
理科,电子与信息工程学院,电子信息类,648,645,647,贵州,2016
理科,电子与通信工程学院,电子信息类,,,,贵州,2016
理科,工学院,能源与动力工程,624,624,624,贵州,2016
理科,生物医学工程学院,生物医学工程,,,,贵州,2016
理科,公共卫生学院（广州）,预防医学,644,615,632,贵州,2016
理科,公共卫生学院（深圳）,预防医学,,,,贵州,2016
理科,管理学院,工商管理类,645,643,644,贵州,2016
理科,管理学院,工商管理,,,,贵州,2016
理科,光华口腔医学院,口腔医学,657,648,653,贵州,2016
理科,国际翻译学院,外国语言文学类,642,642,642,贵州,2016
理科,国际金融学院,工商管理类,642,636,639,贵州,2016
理科,国际金融学院,经济学类,649,636,643,贵州,2016
理科,国际金融学院,金融学,,,,贵州,2016
理科,海洋科学学院,海洋科学,,,,贵州,2016
理科,化学学院,化学类,635,635,635,贵州,2016
理科,化学工程与技术学院,化学工程与工艺,,,,贵州,2016
理科,环境科学与工程学院,环境科学与工程类,,,,贵州,2016
理科,岭南学院,经济学类,653,653,653,贵州,2016
理科,旅游学院,旅游管理类,637,636,637,贵州,2016
理科,生命科学学院,生物科学类,633,615,624,贵州,2016
理科,数据科学与计算机学院,计算机类,642,634,636,贵州,2016
理科,数据科学与计算机学院（软件学院）,软件工程,635,634,635,贵州,2016
理科,数学学院（珠海）,数学类,648,645,647,贵州,2016
理科,数学学院（广州）,数学类,,,,贵州,2016
理科,物理学院（广州）,光电信息科学与工程,639,634,637,贵州,2016
理科,物理学院（广州）,物理学,648,624,636,贵州,2016
理科,物理与天文学院,物理学,,,,贵州,2016
文科,法学院,法学,594,594,594,新疆,2016
文科,国际翻译学院,外国语言文学类,594,594,594,新疆,2016
文科,历史学系（珠海）,历史学,,,,新疆,2016
文科,中国语言文学系（珠海）,汉语言文学,596,596,596,新疆,2016
文科,中国语言文学系（广州）,汉语言文学,,,,新疆,2016
理科,材料科学与工程学院,材料类,,,,新疆,2016
理科,地理科学与规划学院,地理科学类,630,630,630,新疆,2016
理科,地球科学与工程学院,地质学类,,,,新疆,2016
理科,电子与通信工程学院,电子信息类,,,,新疆,2016
理科,公共卫生学院（广州）,预防医学,629,629,629,新疆,2016
理科,公共卫生学院（深圳）,预防医学,,,,新疆,2016
理科,管理学院,工商管理类,637,637,637,新疆,2016
理科,管理学院,工商管理,,,,新疆,2016
理科,国际翻译学院,外国语言文学类,632,632,632,新疆,2016
理科,旅游学院,旅游管理类,637,637,637,新疆,2016
理科,生命科学学院,生物科学类,,,,新疆,2016
理科,数据科学与计算机学院（软件学院）,软件工程,637,637,637,新疆,2016
理科,数学学院（广州）,数学类,639,639,639,新疆,2016
理科,数学学院（珠海）,数学类,,,,新疆,2016
理科,心理学系,心理学,630,630,630,新疆,2016
理科,药学院（广州）,药学,634,634,634,新疆,2016
理科,中山医学院,康复治疗学,650,633,642,新疆,2016
理科,中山医学院,临床医学,658,658,658,新疆,2016
文科,法学院,法学,586,586,586,甘肃,2016
文科,历史学系（广州）,历史学,586,586,586,甘肃,2016
文科,历史学系（珠海）,历史学,,,,甘肃,2016
文科,国际金融学院,工商管理类,,,,甘肃,2016
文科,岭南学院,经济学类,,,,甘肃,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,甘肃,2016
理科,材料科学与工程学院,材料类,637,633,635,甘肃,2016
理科,大气科学学院,大气科学类,,,,甘肃,2016
理科,地理科学与规划学院,城乡规划,,,,甘肃,2016
理科,地理科学与规划学院,地理科学类,,,,甘肃,2016
理科,电子与信息工程学院,电子信息类,,,,甘肃,2016
理科,公共卫生学院,预防医学,644,644,644,甘肃,2016
理科,管理学院,会计学,,,,甘肃,2016
理科,光华口腔医学院,口腔医学,645,645,645,甘肃,2016
理科,国际翻译学院,外国语言文学类,631,629,630,甘肃,2016
理科,化学工程与技术学院,化学工程与工艺,637,637,637,甘肃,2016
理科,化学学院,化学类,,,,甘肃,2016
理科,岭南学院,经济学类,644,639,642,甘肃,2016
理科,生命科学学院,生物科学类,636,628,632,甘肃,2016
理科,数据科学与计算机学院,计算机类,639,639,639,甘肃,2016
理科,数据科学与计算机学院,信息与计算科学,637,637,637,甘肃,2016
理科,数据科学与计算机学院（软件学院）,软件工程,650,633,642,甘肃,2016
理科,物理学院（广州）,物理学,631,631,631,甘肃,2016
理科,数学学院（广州）,数学类,,,,甘肃,2016
理科,药学院（广州）,药学,641,641,641,甘肃,2016
理科,药学院（深圳）,药学,,,,甘肃,2016
理科,中法核工程与技术学院,核工程类（中外合作办学）（核工程与核技术专业）,632,632,632,甘肃,2016
理科,中山医学院,康复治疗学,640,640,640,甘肃,2016
理科,中山医学院,临床医学,647,646,646,甘肃,2016
理科,中山医学院,临床医学（八年制）,653,651,652,甘肃,2016
理科,航空航天学院,理论与应用力学,,,,甘肃,2016
理科,智能工程学院,自动化,,,,甘肃,2016
文科,传播与设计学院,新闻传播学类(含藏族）,549,549,549,西藏,2016
文科,国际金融学院,工商管理类,,,,西藏,2016
文科,历史学系（珠海）,历史学（含藏族）,,,,西藏,2016
文科,社会学与人类学学院,人类学（含藏族）,,,,西藏,2016
文科,政治与公共事务管理学院,公共管理类,,,,西藏,2016
文科,中国语言文学系（广州）,汉语言文学(含藏族）,453,429,441,西藏,2016
文科,中国语言文学系（珠海）,汉语言文学(含藏族）,,,,西藏,2016
理科,地理科学与规划学院,地理科学类(含藏族）,447,416,432,西藏,2016
理科,公共卫生学院（广州）,卫生检验与检疫,637,637,637,西藏,2016
理科,公共卫生学院（广州）,预防医学,,,,西藏,2016
理科,国际金融学院,工商管理类,617,617,617,西藏,2016
理科,国际金融学院,经济学类,632,632,632,西藏,2016
理科,旅游学院,旅游管理类(含藏族）,408,402,405,西藏,2016
理科,药学院（深圳）,药学,,,,西藏,2016
文科,传播与设计学院,新闻传播学类,607,604,606,河南,2016
文科,法学院,法学,608,602,604,河南,2016
文科,管理学院,工商管理类,609,609,609,河南,2016
文科,管理学院,工商管理,,,,河南,2016
文科,国际翻译学院,外国语言文学类,,,,河南,2016
文科,国际金融学院,工商管理类,607,605,606,河南,2016
文科,国际金融学院,金融学,,,,河南,2016
文科,历史学系（珠海）,历史学,602,601,602,河南,2016
文科,历史学系（广州）,历史学,,,,河南,2016
文科,岭南学院,经济学类,611,609,610,河南,2016
文科,旅游学院,旅游管理类,,,,河南,2016
文科,社会学与人类学学院,人类学,606,606,606,河南,2016
文科,社会学与人类学学院,社会学,603,603,603,河南,2016
文科,外国语学院,法语,604,604,604,河南,2016
文科,外国语学院,英语,604,602,603,河南,2016
文科,哲学系（广州）,哲学,,,,河南,2016
文科,政治与公共事务管理学院,公共管理类,606,602,604,河南,2016
文科,中国语言文学系（广州）,汉语言文学,604,603,604,河南,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,河南,2016
文科,资讯管理学院,图书情报与档案管理类,605,602,604,河南,2016
理科,材料科学与工程学院,材料类,651,638,643,河南,2016
理科,大气科学学院,大气科学类,638,634,636,河南,2016
理科,地理科学与规划学院,城乡规划,667,653,660,河南,2016
理科,地理科学与规划学院,地理科学类,642,637,639,河南,2016
理科,电子与信息工程学院,电子信息类,650,639,643,河南,2016
理科,电子与通信工程学院,电子信息类,,,,河南,2016
理科,电子与信息工程学院,微电子科学与工程,647,646,647,河南,2016
理科,工学院,理论与应用力学,638,638,638,河南,2016
理科,工学院,能源与动力工程,638,638,638,河南,2016
理科,工学院,生物医学工程,638,638,638,河南,2016
理科,生物医学工程学院,生物医学工程,,,,河南,2016
理科,公共卫生学院（广州）,预防医学,645,639,642,河南,2016
理科,公共卫生学院（深圳）,预防医学,,,,河南,2016
理科,管理学院,工商管理类,655,651,653,河南,2016
理科,管理学院,工商管理,,,,河南,2016
理科,光华口腔医学院,口腔医学（5+3）,670,651,661,河南,2016
理科,国际金融学院,经济学类,654,654,654,河南,2016
理科,国际金融学院,金融学,,,,河南,2016
理科,海洋科学学院,海洋科学,,,,河南,2016
理科,化学学院,化学类,649,639,642,河南,2016
理科,化学工程与技术学院,化学工程与工艺,,,,河南,2016
理科,环境科学与工程学院,环境科学与工程类,640,637,638,河南,2016
理科,岭南学院,经济学类,659,658,659,河南,2016
理科,旅游学院,旅游管理类,639,638,638,河南,2016
理科,生命科学学院,生物科学类,650,639,646,河南,2016
理科,数据科学与计算机学院,保密管理,,,,河南,2016
理科,数据科学与计算机学院,计算机类,660,646,652,河南,2016
理科,数据科学与计算机学院,信息与计算科学,651,644,648,河南,2016
理科,数据科学与计算机学院（软件学院）,软件工程,646,639,643,河南,2016
理科,数学学院（广州）,数学类,650,640,644,河南,2016
文科,传播与设计学院,新闻传播学类,595,593,594,福建,2016
文科,法学院,法学,597,593,595,福建,2016
文科,管理学院,工商管理类,607,599,602,福建,2016
文科,管理学院,会计学,,,,福建,2016
文科,国际翻译学院,外国语言文学类,594,590,592,福建,2016
文科,国际金融学院,工商管理类,587,587,587,福建,2016
文科,历史学系（广州）,历史学,589,585,587,福建,2016
文科,历史学系（珠海）,历史学,,,,福建,2016
文科,岭南学院,经济学类,602,600,601,福建,2016
文科,旅游学院,旅游管理类,588,584,586,福建,2016
文科,社会学与人类学学院,人类学,587,584,586,福建,2016
文科,外国语学院,德语,591,589,590,福建,2016
文科,哲学系（广州）,哲学,590,590,590,福建,2016
文科,哲学系（珠海）,哲学,,,,福建,2016
文科,中国语言文学系（广州）,汉语言文学,597,589,592,福建,2016
文科,中国语言文学系（珠海）,汉语言文学,,,,福建,2016
文科,资讯管理学院,图书情报与档案管理类,588,587,588,福建,2016
理科,材料科学与工程学院,材料类,613,603,608,福建,2016
理科,材料学院,材料类,,,,福建,2016
